title,link,published,summary
Model Informed preciSion doSIng tO iNdividualise and Optimize Pharmacotherapeutic Treatment,http://classic.clinicaltrials.gov/ct2/show/NCT06095895?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Pharmacokinetics;   Area Under Curve;   Tacrolimus;   Immunosuppressive Agents;   Mycophenolic Acid<br /><b>Intervention</b>:    Other: venipuncture<br /><b>Sponsor</b>:    Radboud University Medical Center<br /><b>Not yet recruiting</b>
"Randomized Controlled, Open Clinical Study on Efficacy and Safety of Acupuncture for Bladder Function Recovery After Radical Cervical Cancer Surgery",http://classic.clinicaltrials.gov/ct2/show/NCT06095882?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Cervical Cancer<br /><b>Intervention</b>:    Other: acupuncture<br /><b>Sponsor</b>:    Qilu Hospital of Shandong University<br /><b>Not yet recruiting</b>
"Progressive Relaxation Exercises,Breastfeeding",http://classic.clinicaltrials.gov/ct2/show/NCT06095869?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Progressive Relaxation Exercises<br /><b>Interventions</b>:    Other: progressive relaxation exercise;   Other: relaxation background music;   Other: control group<br /><b>Sponsor</b>:    Ege University<br /><b>Recruiting</b>
Evaluation of Masseter and Anterior Temporalis Muscles Activity After Locating Centric Relation,http://classic.clinicaltrials.gov/ct2/show/NCT06095856?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Centric Occlusion - Centric Relation Discrepancy (Disorder)<br /><b>Interventions</b>:    Device: Leaf Gauge;   Device: Lucia Jig;   Device: Kois Deprogrammer<br /><b>Sponsor</b>:    Cairo University<br /><b>Not yet recruiting</b>
"""Bony Changes Around Dental Implant in Free Fibular Graft Versus Non-Vascularized Iliac Crest Graft""",http://classic.clinicaltrials.gov/ct2/show/NCT06095843?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Crestal Bone Loss;   Survival Rate<br /><b>Intervention</b>:    Procedure: placement of dental implants<br /><b>Sponsor</b>:    Ain Shams University<br /><b>Completed</b>
Blood Indices of Systemic Inflammation in Critically Ill Patients With Abdominal Sepsis,http://classic.clinicaltrials.gov/ct2/show/NCT06095830?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Abdominal Sepsis;   Critically Ill<br /><b>Intervention</b>:    Diagnostic Test: Complete blood count<br /><b>Sponsor</b>:    Assiut University<br /><b>Not yet recruiting</b>
Project VALOR: Veteran Stress and Wellbeing,http://classic.clinicaltrials.gov/ct2/show/NCT06095817?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Alcohol Use Disorder;   Depression<br /><b>Intervention</b>:    Behavioral: Internet Delivered Brief Intervention (IDBI)<br /><b>Sponsors</b>:    Cornell University;   University of Washington<br /><b>Terminated</b>
Clinical Pilot Study of the Percutaneous Ultrasound Jejunostomy Procedure,http://classic.clinicaltrials.gov/ct2/show/NCT06095804?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT","<b>Conditions</b>:    Jejunostomy; Complications;   Enteral and Supplement Feeds Adverse Reaction;   Safety Issues<br /><b>Intervention</b>:    Device: Percutaneous Ultrasound Jejunostomy<br /><b>Sponsors</b>:    CoapTech;   University of Maryland, Baltimore;   University of Maryland Medical Center<br /><b>Not yet recruiting</b>"
Identification of Immunomodulators Associated With Atrial Fibrillation Reporting: Analysis of the WHO Pharmacovigilance Database,http://classic.clinicaltrials.gov/ct2/show/NCT06095791?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Atrial Fibrillation<br /><b>Intervention</b>:    Drug: Immunomodulators with FDA approval on the 1st January 2023.<br /><b>Sponsor</b>:    University Hospital, Caen<br /><b>Completed</b>"
rTMS Therapy for Treatment-Resistant Depression With Different Targets Guided by pBFS,http://classic.clinicaltrials.gov/ct2/show/NCT06095778?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    MDD;   Major Depressive Disorder;   Treatment Resistant Depression<br /><b>Intervention</b>:    Device: active rTMS<br /><b>Sponsor</b>:    Changping Laboratory<br /><b>Not yet recruiting</b>
Colchicine in Belgium in Patients With Coronary Artery Disease After Percutaneous Coronary Intervention,http://classic.clinicaltrials.gov/ct2/show/NCT06095765?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Coronary Artery Disease<br /><b>Interventions</b>:    Drug: Colchicine 0.5 MG Oral Tablet;   Drug: Placebo<br /><b>Sponsors</b>:    AZ Sint-Jan AV;   University Hospital, Ghent;   Belgium Health Care Knowledge Centre<br /><b>Not yet recruiting</b>"
Multiple Myeloma Prognostic Indices,http://classic.clinicaltrials.gov/ct2/show/NCT06095752?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT","<b>Conditions</b>:    Multiple Myeloma;   Hematologic Diseases<br /><b>Intervention</b>:    Other: blood viscosity , albumin / fibrinogen ratio and red cell distribution<br /><b>Sponsor</b>:    Assiut University<br /><b>Recruiting</b>"
Study to Investigate the Effectiveness of a Topical Cosmetic Formulation DA-OTC-002,http://classic.clinicaltrials.gov/ct2/show/NCT06095739?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT","<b>Conditions</b>:    Hair Diseases;   Alopecia;   Hair Loss<br /><b>Intervention</b>:    Combination Product: DA-OTC-002<br /><b>Sponsor</b>:    Applied Biology, Inc.<br /><b>Completed</b>"
Peppermint Inhalation Versus Swedish Massage on Chemotherapy Induced-Nausea and Vomiting in Children With Leukemia,http://classic.clinicaltrials.gov/ct2/show/NCT06095726?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Leukemia<br /><b>Interventions</b>:    Behavioral: Peppermint Inhalation;   Behavioral: Swedish Massage<br /><b>Sponsor</b>:    Alexandria University<br /><b>Completed</b>
German Observational Multicenter Study of Patients With Fabry Disease Under Enzyme Replacement Therapy With Pegunigalsidase-alfa,http://classic.clinicaltrials.gov/ct2/show/NCT06095713?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Fabry Disease<br /><b>Intervention</b>:    Drug: Pegunigalsidase-alfa<br /><b>Sponsors</b>:    Westfälische Wilhelms-Universität Münster;   Chiesi GmbH<br /><b>Recruiting</b>
First Rib Resection Versus Avulsion for Thoracic Outlet Syndrome,http://classic.clinicaltrials.gov/ct2/show/NCT06095700?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Thoracic Outlet Syndrome<br /><b>Interventions</b>:    Procedure: first rib resection;   Procedure: First rib avulsion<br /><b>Sponsor</b>:    University of Sulaimani<br /><b>Recruiting</b>
Mind-body Therapies for Injury-related Pain Management in Elite Athletes,http://classic.clinicaltrials.gov/ct2/show/NCT06095687?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Pain, Acute<br /><b>Interventions</b>:    Behavioral: Mindfulness Meditation;   Behavioral: Clinical Hypnosis<br /><b>Sponsors</b>:    The University of Queensland;   University of Alabama, Tuscaloosa<br /><b>Not yet recruiting</b>"
ImmunoTHerapy Adjacent to Cervical CAncer (ITHACA) Study,http://classic.clinicaltrials.gov/ct2/show/NCT06095674?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Cervical Cancer<br /><b>Intervention</b>:    Drug: Anti-PD-1 antibody balstilimab<br /><b>Sponsors</b>:    Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA);   Dutch Cancer Society;   Agenus Inc.<br /><b>Not yet recruiting</b>
Virtual Reality as a Postoperative Pain Management Adjunct in Older Adults: An Acceptability and Feasibility Study,http://classic.clinicaltrials.gov/ct2/show/NCT06095661?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT","<b>Conditions</b>:    Aged;   Surgery;   Pain, Postoperative;   Virtual Reality<br /><b>Intervention</b>:    Other: REAL System i-Series VR head-mounted display (HMD) from Penumbra, Inc.<br /><b>Sponsor</b>:    University of California, San Francisco<br /><b>Recruiting</b>"
Study Comparing Platelet Transfusion Volumes in Premature Babies,http://classic.clinicaltrials.gov/ct2/show/NCT06095648?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT","<b>Conditions</b>:    Thrombocytopenia;   Transfusion<br /><b>Intervention</b>:    Other: Dose of platelet transfusion<br /><b>Sponsors</b>:    University College Dublin;   Health Research Board, Ireland;   National Maternity Hospital, Ireland;   Irish Blood Transfusion Service<br /><b>Not yet recruiting</b>"
Acute Influence of Resveratrol Supplementation and Beet Extract in Recovery After Exercise in Coronary Paths,http://classic.clinicaltrials.gov/ct2/show/NCT06095635?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Coronary Artery Disease;   Autonomic Nervous System Disease;   Blood Pressure;   Heart Rate<br /><b>Interventions</b>:    Other: Placebo Protocol;   Other: Protocol Beet;   Other: Protocol Resveratrol;   Other: Protocol Beet and Resveratrol<br /><b>Sponsor</b>:    Universidade Estadual Paulista Júlio de Mesquita Filho<br /><b>Completed</b>
Chickpea Pulao Using Fenugreek Seeds and Indian Rennet for Improving Blood Glycaemic Levels,http://classic.clinicaltrials.gov/ct2/show/NCT06095622?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Glucose Metabolism Disorders (Including Diabetes Mellitus)<br /><b>Intervention</b>:    Dietary Supplement: Fenugreek Seeds and Indian Rennet<br /><b>Sponsor</b>:    University of Management and Technology Lahore<br /><b>Completed</b>
The Implementation of Early Mobilization and Chest Physiotherapy on Weaning Rate of Prolong Weaning Patients.,http://classic.clinicaltrials.gov/ct2/show/NCT06095609?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Prolonged Weaning, Early Mobilization, Chest Physiotherapy<br /><b>Intervention</b>:    Other: Early mobilization plus chest physiotherapy<br /><b>Sponsor</b>:    Taoyuan General Hospital<br /><b>Completed</b>"
Efficacy and Safety of Vedolizumab Combined With Upadacitinib in Patients With Ulcerative Colitis,http://classic.clinicaltrials.gov/ct2/show/NCT06095596?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Crohn Disease<br /><b>Interventions</b>:    Drug: Upadacitinib;   Drug: Vedolizumab<br /><b>Sponsor</b>:    Sixth Affiliated Hospital, Sun Yat-sen University<br /><b>Not yet recruiting</b>"
A Study to Assess Toripalimab Alone or in Combination With Tifcemalimab as Consolidation Therapy in Patients With Limited-stage Small Cell Lung Cancer (LS-SCLC),http://classic.clinicaltrials.gov/ct2/show/NCT06095583?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Limited-stage Small Cell Lung Cancer (LS-SCLC)<br /><b>Interventions</b>:    Drug: Tifcemalimab injection;   Drug: toripalimab injection;   Drug: Placebo for Tifcemalimab;   Drug: Placebo for toripalimab<br /><b>Sponsor</b>:    Shanghai Junshi Bioscience Co., Ltd.<br /><b>Not yet recruiting</b>"
The Study of Ciprofol for the Suppression of Cardiovascular Responses to Tracheal Intubation,http://classic.clinicaltrials.gov/ct2/show/NCT06095570?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT","<b>Conditions</b>:    Intubation, Intratracheal;   Adverse Effects<br /><b>Interventions</b>:    Drug: Ciprofol;   Drug: Remimazolam<br /><b>Sponsor</b>:    The Second Affiliated Hospital of Hainan Medical University<br /><b>Recruiting</b>"
MCG Discovery Study in Emergency Departments,http://classic.clinicaltrials.gov/ct2/show/NCT06095557?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT","<b>Conditions</b>:    ACS - Acute Coronary Syndrome;   NSTEMI - Non-ST Segment Elevation MI<br /><b>Intervention</b>:    Device: Sponsor MCG device<br /><b>Sponsor</b>:    SB Technology, Inc.<br /><b>Recruiting</b>"
Enhanced Recovery After Surgery for SPK Transplantation Recipients,http://classic.clinicaltrials.gov/ct2/show/NCT06095544?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Transplant Complication;   Diabetic Nephropathy;   Perioperative/Postoperative Complications<br /><b>Intervention</b>:    Procedure: Enhanced recovery for SPK recipients<br /><b>Sponsor</b>:    Second Affiliated Hospital of Guangzhou Medical University<br /><b>Completed</b>
[Trial of device that is not approved or cleared by the U.S. FDA],http://classic.clinicaltrials.gov/ct2/show/NCT06095531?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT",<b>Condition</b>:    <br /><b>Intervention</b>:    <br /><b>Sponsor</b>:    [Redacted]<br /><b>Withheld</b>
DIC Markers and Thrombin Generation Parameters in Patients on ECMO Support: a Pilot Study,http://classic.clinicaltrials.gov/ct2/show/NCT06095518?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT","<b>Conditions</b>:    Extracorporeal Circulation; Complications;   Extracorporeal Membrane Oxygenation Complication<br /><b>Intervention</b>:    Diagnostic Test: DIC markers and Thrombin Generation Parameters<br /><b>Sponsor</b>:    Queen Mary Hospital, Hong Kong<br /><b>Recruiting</b>"
A Study of Alisertib in Patients With Extensive Stage Small Cell Lung Cancer,http://classic.clinicaltrials.gov/ct2/show/NCT06095505?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Small Cell Lung Cancer<br /><b>Intervention</b>:    Drug: Alisertib<br /><b>Sponsor</b>:    Puma Biotechnology, Inc.<br /><b>Not yet recruiting</b>"
"Effect of Empagliflozin vs Linagliptin on Glycemic Outcomes,Renal Outcomes & Body Composition in Renal Transplant Recipients With Diabetes Mellitus",http://classic.clinicaltrials.gov/ct2/show/NCT06095492?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT","<b>Conditions</b>:    Kidney Transplant; Complications;   Diabetes Mellitus<br /><b>Interventions</b>:    Drug: Empagliflozin 25 MG;   Drug: Linagliptin<br /><b>Sponsor</b>:    Medanta, The Medicity, India<br /><b>Not yet recruiting</b>"
Ultrasound Liver Fat Quantification on Pediatric Patients,http://classic.clinicaltrials.gov/ct2/show/NCT06095479?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Non-Alcoholic Fatty Liver Disease<br /><b>Intervention</b>:    Device: 2D ultrasound scan and MRI examination<br /><b>Sponsors</b>:    Philips (China) Investment CO., LTD;   Xinhua Hospital, Shanghai Jiao Tong University School of Medicine<br /><b>Recruiting</b>"
"Cirrhotic Cardiomyopathy Based on Point-of-care Echocardiography, Biomarkers and Histology",http://classic.clinicaltrials.gov/ct2/show/NCT06095466?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT","<b>Conditions</b>:    Cirrhotic Cardiomyopathy;   Cirrhosis, Liver;   Cardiac Disease<br /><b>Interventions</b>:    Device: Echocardiographic assessment;   Diagnostic Test: Histopathology and Immunohistochemistry<br /><b>Sponsor</b>:    Postgraduate Institute of Medical Education and Research<br /><b>Recruiting</b>"
Evaluation of the Analgesic Efficacy of Multimodal Pain Control Regimens That Aim to Limit the Use of Narcotics in Cholecystectomy and Hernia Repairs,http://classic.clinicaltrials.gov/ct2/show/NCT06095453?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Acute Pain<br /><b>Intervention</b>:    Other: Pain control regimens<br /><b>Sponsor</b>:    Methodist Health System<br /><b>Active, not recruiting</b>"
A Retrospective Analysis of Outcomes in Patients With Hepatorenal Syndrome at Methodist Dallas Medical Center,http://classic.clinicaltrials.gov/ct2/show/NCT06095440?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Hepatorenal Syndrome<br /><b>Intervention</b>:    Other: Hepatorenal Syndrome outcome in Patients at Methodist Health systems<br /><b>Sponsor</b>:    Methodist Health System<br /><b>Recruiting</b>
"A Pharmacokinetic Similarity Study in Healthy Male Subjects to Evaluate Pharmacokinetics, Pharmacodynamics, Safety and Immunogenicity of LY06006 Versus US-Prolia and EU-Prolia by Single-dose Subcutaneous Injection",http://classic.clinicaltrials.gov/ct2/show/NCT06095427?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Healthy<br /><b>Interventions</b>:    Biological: LY06006 (Denosumab Biosimilar);   Biological: US-Prolia (Denosumab);   Biological: EU-Prolia<br /><b>Sponsors</b>:    Luye Pharma Group Ltd.;   Parexel<br /><b>Completed</b>
Prospective Radiomics Study for Breast Cancer,http://classic.clinicaltrials.gov/ct2/show/NCT06095414?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Breast Cancer<br /><b>Intervention</b>:    Diagnostic Test: MRI<br /><b>Sponsor</b>:    Korea University Ansan Hospital<br /><b>Completed</b>
Swelling Management After Knee Replacement,http://classic.clinicaltrials.gov/ct2/show/NCT06095401?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Arthroplasties, Knee Replacement<br /><b>Interventions</b>:    Other: Inelastic adjustable compression garment (INCOM);   Other: Elastic compression garment (CONTROL)<br /><b>Sponsors</b>:    University of Colorado, Denver;   National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS)<br /><b>Not yet recruiting</b>"
Phase I/II Study of JR-441 in Patients With Mucopolysaccharidosis Type IIIA,http://classic.clinicaltrials.gov/ct2/show/NCT06095388?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Mucopolysaccharidosis III-A<br /><b>Intervention</b>:    Drug: JR-441<br /><b>Sponsor</b>:    JCR Pharmaceuticals Co., Ltd.<br /><b>Recruiting</b>"
"Regorafenib in Combination With Temozolomide With or Without Radiotherapy in Patients With Newly Diagnosed MGMT-Methylated, IDH Wild-type Glioblastoma.",http://classic.clinicaltrials.gov/ct2/show/NCT06095375?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT","<b>Conditions</b>:    Glioblastoma, IDH-wildtype;   MGMT-Methylated Glioblastoma<br /><b>Interventions</b>:    Drug: Regorafenib;   Drug: Temozolomide<br /><b>Sponsor</b>:    Istituto Oncologico Veneto IRCCS<br /><b>Recruiting</b>"
Thyroid Cancer and Central Lymph Node Metastases Detection Using Bevacizumab-IRDye800CW,http://classic.clinicaltrials.gov/ct2/show/NCT06095362?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Thyroid Carcinoma;   Surgery<br /><b>Intervention</b>:    Drug: Bevacizumab-IRDye800CW<br /><b>Sponsors</b>:    University Medical Center Groningen;   Dutch Cancer Society<br /><b>Enrolling by invitation</b>
Effect of Sulfur Thermal Water on Circulating H2S Levels and Markers of Bone Metabolism in Osteopenic Subjects.,http://classic.clinicaltrials.gov/ct2/show/NCT06095349?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Hydrogen Sulfide;   Osteoporosis<br /><b>Intervention</b>:    Other: inhalatory treatment with sulfureous aerosol<br /><b>Sponsor</b>:    Istituto Ortopedico Rizzoli<br /><b>Recruiting</b>
Telerehabilitation and Conventional Physiotherapy Program for Caregivers of Individuals With Special Needs,http://classic.clinicaltrials.gov/ct2/show/NCT06095336?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Telerehabilitation;   Neck Pain<br /><b>Intervention</b>:    Other: telerehabilitation<br /><b>Sponsor</b>:    Inonu University<br /><b>Not yet recruiting</b>
Comparing Level 1 Compression Sleeves With Routine Care in Preventing Breast Cancer-related Arm Lymphedema,http://classic.clinicaltrials.gov/ct2/show/NCT06095323?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Breast Cancer-related Arm Lymphedema<br /><b>Intervention</b>:    Device: compression sleeves for upper limbs with a pressure level of 1 (15-20mmHg)<br /><b>Sponsor</b>:    Zhenzhen Liu<br /><b>Not yet recruiting</b>
Clinical and Objective Psychiatric Analyses in Severe Depression.,http://classic.clinicaltrials.gov/ct2/show/NCT06095310?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Depression<br /><b>Intervention</b>:    Behavioral: New computer vision methods<br /><b>Sponsor</b>:    University Hospital, Lille<br /><b>Not yet recruiting</b>"
Long COVID Brain Fog: Cognitive Rehabilitation Trial,http://classic.clinicaltrials.gov/ct2/show/NCT06095297?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT","<b>Conditions</b>:    Long COVID;   Brain Fog;   Cognitive Impairment;   Cognitive Dysfunction;   Post-Acute COVID-19 Syndrome<br /><b>Interventions</b>:    Behavioral: Speed of Processing Training;   Behavioral: In-lab Instrumental Activities of Daily Living Training;   Behavioral: In-lab Brain Health Training;   Behavioral: Transfer Package;   Behavioral: Follow Up Phone Calls;   Behavioral: Vocational Rehabilitation;   Behavioral: Peer Mentoring<br /><b>Sponsors</b>:    University of Alabama at Birmingham;   National Institute on Disability, Independent Living, and Rehabilitation Research<br /><b>Not yet recruiting</b>"
Prescribing Trends and Associated Outcomes of Antiepileptic Drugs in US Nursing Homes Surrounding the COVID-19 Pandemic,http://classic.clinicaltrials.gov/ct2/show/NCT06095284?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Dementia<br /><b>Interventions</b>:    Other: Pre-Extraction Phase;   Other: Extraction Phase;   Other: Post-Extraction Phase<br /><b>Sponsors</b>:    Virginia Commonwealth University;   National Institute on Aging (NIA)<br /><b>Enrolling by invitation</b>
MultiSCRIPT-Cycle 1: Personalized Medicine in Multiple Sclerosis - Pragmatic Platform Trial Embedded Within the SMSC,http://classic.clinicaltrials.gov/ct2/show/NCT06095271?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Multiple Sclerosis, Relapsing-Remitting<br /><b>Intervention</b>:    Diagnostic Test: serum Neurofilament Filament Light chain (sNfL) monitoring<br /><b>Sponsor</b>:    University Hospital, Basel, Switzerland<br /><b>Not yet recruiting</b>"
A Practical RCT of TCM in the Treatment of LCOVID and Analysis of Syndrome Types and Medication Characteristics.,http://classic.clinicaltrials.gov/ct2/show/NCT06095258?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Long COVID<br /><b>Interventions</b>:    Drug: Traditional Chinese medicine treatment;   Drug: Western medicine treatment<br /><b>Sponsor</b>:    Chinese University of Hong Kong<br /><b>Not yet recruiting</b>
The Outcome of Subthalamic Deep Brain Stimulation in Advanced Parkinson's Disease and Morphometry,http://classic.clinicaltrials.gov/ct2/show/NCT06095245?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Parkinson Disease<br /><b>Intervention</b>:    <br /><b>Sponsor</b>:    Hospital District of Helsinki and Uusimaa<br /><b>Active, not recruiting</b>"
Pilot Study to Investigate Dietary Changes During Pregnancy,http://classic.clinicaltrials.gov/ct2/show/NCT06095232?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Pregnancy Related<br /><b>Intervention</b>:    <br /><b>Sponsor</b>:    German Institute of Human Nutrition<br /><b>Recruiting</b>
MRI-based 3D Hip Labrum and Cartilage Morphology in Patients With Hip Deformities Compared to Asymptomatic Volunteers,http://classic.clinicaltrials.gov/ct2/show/NCT06095219?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Hip Disease<br /><b>Interventions</b>:    Other: Non- contrast Magnetic Resonance Imaging (MRI) of the hip;   Other: Magnetic Resonance Imaging (MRI) of the hip with intra-articular contrast agent<br /><b>Sponsor</b>:    Insel Gruppe AG, University Hospital Bern<br /><b>Recruiting</b>"
The Pharmacokinetic and Bioavailability of GenSci094 Before and After a Change in Manufacturing Site,http://classic.clinicaltrials.gov/ct2/show/NCT06095206?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT","<b>Condition</b>:    Infertility<br /><b>Intervention</b>:    Drug: GenSci094<br /><b>Sponsors</b>:    Changchun GeneScience Pharmaceutical Co., Ltd.;   Afﬁliated Hospital of North Sichuan Medical College<br /><b>Recruiting</b>"
The Effect of Education on Vaginal Effects of Menopausal Women,http://classic.clinicaltrials.gov/ct2/show/NCT06095193?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Menopause;   Aging;   Failure of Genital Response<br /><b>Intervention</b>:    Behavioral: menopause education<br /><b>Sponsor</b>:    Gaziantep Islam Science and Technology University<br /><b>Not yet recruiting</b>
Comparison of Ultrasound-guided Steroid Injection and Dry Needling in Piriformis Muscle Syndrome,http://classic.clinicaltrials.gov/ct2/show/NCT06095180?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Piriformis Muscle Syndrome<br /><b>Interventions</b>:    Other: corticosteroid injection;   Other: dry needling;   Other: exercise<br /><b>Sponsor</b>:    Gaziler Physical Medicine and Rehabilitation Education and Research Hospital<br /><b>Not yet recruiting</b>
Induction Chemotherapy and Immunotherapy Combined Radiotherapy With or Without Concurrent Chemotherapy for Stage III-IVa NPC,http://classic.clinicaltrials.gov/ct2/show/NCT06095167?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Nasopharyngeal Carcinoma<br /><b>Interventions</b>:    Drug: without concurrent cisplatin chemotherapy;   Drug: with concurrent cisplatin chemotherapy<br /><b>Sponsor</b>:    Fujian Cancer Hospital<br /><b>Not yet recruiting</b>
New-mode Clinical Target Volume Delineation of Nasopharyngeal Carcinoma,http://classic.clinicaltrials.gov/ct2/show/NCT06095154?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT",<b>Condition</b>:    Nasopharyngeal Carcinoma by AJCC V8 Stage<br /><b>Intervention</b>:    Radiation: New-mode reduce-volume target IMRT<br /><b>Sponsor</b>:    Fujian Cancer Hospital<br /><b>Not yet recruiting</b>
Cisplatin to Patients With Pancreatic Cancer and Homologous Recombination Deficiency,http://classic.clinicaltrials.gov/ct2/show/NCT06095141?sfpd_d=14&sel_rss=new14,"Mon, 23 Oct 2023 12:00:00 EDT",<b>Conditions</b>:    Pancreatic Adenocarcinoma;   Homologous Recombination Deficiency<br /><b>Intervention</b>:    Drug: Cisplatin<br /><b>Sponsor</b>:    Fudan University<br /><b>Not yet recruiting</b>
